split,sentiment,review,happiness_score
train,neg,"I just finished watching this film and WOW was that bad. Actually the only thing that kept me watching was that it was SO MONUMENTALLY bad it was kind of entertaining. The action of the characters is hilarious, from the hyper-dramatic way they fall to gunfire, to their incredibly bad acting (were the bad guys all just pulled off the street, or were they actually actors?), to incredibly bad delivery of lines, to their inexplicable actions (if you are going to try and shoot someone through a doorway as they enter, obviously the thing to do is shoot directly at the doorknob!!). This film must break some record for worst written and delivered lines.<br /><br />The camera work was also really bad - you can hardly see what's going on in the fight scenes due to switching camera angles and shakiness.<br /><br />I would have voted ""1"" except that I do like Chiba and sidekick Sue Shihomi, and I was entertained by a couple of scenes: 1) breaking of a villain's arm so the bone pops out of the skin (that's gotta hurt) 2) a drug kingpin eating a brown-furred animal (a monkey??) by hacking away at the carcass with a meat cleaver 3) Sonny Chiba's performing some impromptu eye surgery on a guy with his fingers.<br /><br />I am actually a big fan of Sonny Chiba but this one is really not worth anyone's time. I've seen about 7 or 8 of his films and have come to the conclusion that the only ones worth watching (and they are great!) are the Street Fighter series, and The Killing Machine. I've also heard the Executioner and Golgo 13 are good. I recommend sticking to those ones.",5.497818181818181
test,neg,"Usual awful movie... I'll not bother you about the synopsis, just put together The Core, Armageddon, an evil-planner Military Officer and one or two Solve-All Nukes and you'll have the movie, if I can call it that way. <br /><br />Seriously, nukes in this kind of movies are more useful than Swiss Army Knives: <br /><br />the Big One is approaching? Nuke some places and it's over... A tornado wants to destroy ""Insert important city name here""? Nuke ""Insert another important city here""... A volcano is erupting? Nuke it! A nuke is near to go off? Nuke it! Coffee is cold? Nuke it! You didn't like Transformers? Nuke yourself, but I can't assure this will fix things...<br /><br />In the end, how many more movies like this can be made before they start copying one another? I doubt there are still many things to blow up with a nuke...",5.764117647058823
test,neg,"Bay Area residents probably remember Paul from The Diamond Center, an unctuous late night huckster who flogged easy credit and cheap rocks on late night television throughout the 1980s and early 90s. I mention him only because there is an actor in Death Machines who looks JUST LIKE HIM playing the owner of an Italian restaurant. He appears in the best scene in this positively dreadful and near unwatchable crime drama about a Dragon Lady (Mari Honjo, who wisely hung up her acting spurs after completing this film) who controls the local syndicate. Our hero (let's call him Not Paul From the Diamond Center) plays the restaurateur with all the subtlety of The Simpsons' Luigi (""you lika da spaghetti?"") and seems unimpressed when one of his patrons complains about the food. No, there's no fly in the soup or hair in the sauce: there's a Red Buddha in the pasta, the calling card of the murderous crime boss, who sends a statuette to each of her prospective victims. Death Machines is bad by any measure, and pretty boring, which is an even worse crime.",5.414666666666665
train,pos,"******* SPOILER! ********<br /><br />i saw this gr8 film a few years back, its a lovely story about a young fella who wants to drink his mothers milk at the breast but she thinks he is to old for it. he ends up lusting after another ladies breasts and ends up in competition with his brother who fancies her. throw in a jealous husband of this woman who cannot get ""aroused"" and you have a cheeky yet warm story about love, friendship and lovely pairs of jugs hehe<br /><br />its brilliant<br /><br />dont be put off by sub-tit-les hehe!",6.163870967741934
train,pos,"""The Days"" is a typical family drama with a little catch - you must relate to the character's emotions in every way possible in order for you to truly appreciate the show.<br /><br />[Possible Spoilers For Those Who Are Unfamiliar With the Show]<br /><br />The story, obviously, for all the people who has watched the show, is the world of Cooper Day, the middle child of the family. He records his days with his family and hopes to become a rich and famous writer one day because of his observations. His family includes a mother, a father, a perfect sister, and a genius-little-brother. The first episode, which is going to sound a bit stupid since John Scott Shepard has created this situation - both the sister and mother gets pregnant. That's the first situation the writer hits. Then the father quits his job at the law firm. The youngest son gets a panic attack. The middle child gets in a fight with the sister's boyfriend. This is all in a day's work.<br /><br />[/Spoilers]<br /><br />I admire this show. I don't know. It's a bit crappy but I like it. First I thought the camera-work was a ripoff but then I got used it and started to like it. I liked the quiet conversations under a dark light. I liked the intimate feeling of the show. I liked the low-budget style. I liked the acting. I admire the story. Then I find myself wanting a second season of The Days. I slowly became a fan of it as the 6-episode airing on ABC came to an end. It's a really good show and it's nothing like The OC. The two have nothing in common. So I hope fans will stop comparing them.<br /><br />And if you can relate to either Abby, Jack, Natalie, Cooper or even Nate, you'll like this show. A lot.",6.279302325581395
train,pos,"This isn't among Jimmy Stewart's best films--I'm quick to admit that. However, while some view his film as pure propaganda, I'm wondering what's so wrong with that? Yes, sure, like the TV show THE FBI, this is an obvious case of the Bureau doing some PR work to try to drum up support. But, as entertainment goes, it does a good job. Plus, surprisingly enough for the time it was made, the film focuses more on crime than espionage and ""Commies"". Instead, it's a fictionalization of one of the earliest agents and the career he chose. Now considering the agent is played by Jimmy Stewart, then it's pretty certain the acting and writing were good--as this was a movie with a real budget and a studio who wasn't about to waste the star in a third-rate flick. So overall, it's worth seeing but not especially great.",6.287692307692308
train,neg,"It is hard to make an unbiased judgment on a film like this that had such an impact on me at such a young age. This is with out a doubt the worst kind of exploitation film. I was unfortunate enough to see this film for the first time in my youth, Iwill never forget it. I thought it was the most horrible movie ever made. I then saw it again earlier this year and was once again horrified.<br /><br />I am not a zealot or one to say what others should and should not see but I did take great offense to the way in which something as horrible as rape was dealt with in this movie. I love lowbrow cinema but this is just plain nasty. Rent some Rus Myer instead.",5.248484848484849
train,neg,"Sitting down to watch the 14th season of the Bachelor (""On the Wings of Love""), I knew I would be in for an ""interesting"" time. I had watched some of the previous seasons of the Bachelor in passing; watching an episode or two and missing the next three or so. I find that the Bachelor is often appealing and intriguing, though its quality and morality are often lacking.<br /><br />""On the Wings of Love"" details the journey taken by Jake, a 31 year old commercial pilot from Dallas, Texas, to find true love, as true a love as one can find in a season-long reality-drama dating show. Jake meets 25 beautiful girls from all over the country. He begins to get to know them a bit, but it is mostly superficial; how well can you get to know someone in a few 5 minute conversations? Jake tries to make his true intentions known from the very beginning, at least to the audience. He noted that he doesn't just want love or a good time, but he wants a fiancé or wife. We can only assume that he has made this clear to the women in the competition as well. If that is the case, it might explain, to a degree, some of the women's actions. The women are super competitive. While they don't even know Jake at all yet, they are still in it to win it no matter what the cost.<br /><br />Not only were the women competitive, but they were also confident and catty. Threats, backstabbing, and warnings of ""Watch out!"" all show that these women weren't there for a good time either. Jake noted that he was not just looking for sex appeal, but looking for ""a connection."" However, the girls pulled out all the stops to try to impress Jake with said sex appeal. They arrived at the mansion in skimpy dresses  either low-cut or short.<br /><br />While some girls seemed to maintain their sense of decorum, others missed that memo altogether. One girl, Channy, noted that Jake was a ""good guy"" to whom she could be a ""naughty girl."" She went on to say that Jake could land on her ""runway anytime."" She got flack from the other girls for her provocative statement which showed their take on these situations.<br /><br />So, a reality dating show couldn't be that bad, could it? Besides the obvious issue of sex-driven attraction, there are other issues that mar this seemingly harmless show. Is this the right way to find a future mate; vying for someone's attention by flaunting oneself to extreme proportions? Unfortunately, however, that is what America has reduced dating to these days: pleasure and sex without commitment and a little happiness on the side.<br /><br />Another problem is the premature emotional attachment by which many of the girls bound themselves to Jake. A few girls in particular seemed to be overly attached. One girl said ""If I don't get that first impression rose it will kill me!"" As mentioned before, they don't even know him yet and she was talking about a specific rose, not just one of the 15 roses to keep from being eliminated.<br /><br />Michelle, in particular, seemed to have some issues with attachment to Jake. The other girls noticed it too. After one particular Michelle outburst, Vienna asserted that Michelle had a ""mental breakdown and we've only been here an hour."" Michelle got the last rose of the evening on the first show  narrowly missing elimination  and was extremely emotional about it. The other girls thought it was simply ridiculous. Another girl also cried, but because she was eliminated.<br /><br />It began with Survivor, and from there it just took off  reality TV. It shows our entertainment interests as a country; if we weren't watching the shows and giving them good ratings, the networks would not continue to run them. The only logical conclusion that can be drawn is that enough of America is hooked. One thing is clear: America (in general) loves reality TV and its ensuing trappings.<br /><br />This begs me to question: why is it that we even like reality TV? What is it about it that draws us to it? Is it because we see the similarities to our own lives, or is it because we want to be sure that we are more stable and less pathetic than others? Whatever it is that draws us to it, we should be careful of the media and entertainment that we allow to fill our minds. I'm not saying that all reality TV shows are bad; however, I am saying that we need to evaluate each one.<br /><br />Episodes used for critique: Season Premier and Episode 2.",6.057958115183247
test,pos,"This film is so 1980's and that is what I like so much about it. It does an excellent job of conveying the feel of that odd decade. The reality that Russian nukes could wipe you out at any time. Reagan in the White House telling everybody that things were great, while more and more social programs were slashed. Young people dropped out, but not as far as their parents of the 1960's did. Young people still went to school, they just smoked so much dope that their sensetivities were all but dead. Nothing effected them, not even the death of one of their classmates at the hands of one of their friends. How weird is it to realize that the murder was wrong, but you are not sure why. Watching the characters deal with the crime is fascinating and telling of a very sick society. Glover is great, Keanu is great, Hopper is incredible. One of the most memorable movies I have ever seen.",5.626666666666667
train,neg,"Besides all of the technical mistakes ....<br /><br />How about a female flight attendant who's able to kill, all by herself, 4 out of the 7 terrorists (including ex marines), 2 of whom without even using a gun. Then, she lands the plane perfectly. We're not talking about Sigourney Weaver or Linda Hamilton; we're talking about a regular, frightened, yet very well composed flight attendant. :D How about the leader in charge of the assault/rescue squad, having a full-proof (according to the logic of the script) plan of sleep-gassing everyone and having someone from his team fly the plane. Only he decides at the spur of the moment to change plans and instead lead an attack on the terrorists, guns blazing, not knowing where the terrorists are, or how many, and not securing a position of advantage, so that his whole team gets easily wiped out. Yeah, that's using the old noggin. Only later to decide to use the sleep gas anyway. And it turns out useless for all intensive purposes.<br /><br />Bad as this movie was, though, I couldn't stop myself from watching and wondering, what next? :D I can't help but imagine all the excellent, unemployed script writers thinking to themselves, it's not fair. lol! :D",5.524516129032258
test,pos,"I don't know what Dick steel was talking about, but I found this film to be one of Japan's most thrilling epics to date. As for Armageddon or Deep Impact, or for that matter The day after tomorrow is pale in comparison. For what I know of films, most of the catastrophes in films are basically run of the mill asteroid flicks or one of which of Global Warming. This how ever ran a different course. A course of natural means where the earth's crust is beginning to erode to such a degree, that it will take another piece of land with it for the ride. What the scientific teams had to do was create a way to stop the erosion from going to far and Sinking Japan altogether. In most cases this would simply be called tectonic shifting on steroids. I found the characters rather appealing in every way, from the child who lost her mother only to face her own demise among unfamiliar friends. Or the rescue girl who does all the she can to save lives in the face of disaster. Or a man who thought he could change her mind not to be such a dare devil and go with him to safety, only to become the hero himself and save his homeland. And let's not forget, how the rest of the world just shucked them all back only to be forgotten, by having the world turning their backs on the Japanese citizens who cried for help. This was a great movie in all aspects. What Dick is trying to say is that this movie was not Hollywood made, that it was made in Japan, that it had characters which rival other actors around the world, that the effects are very gorgeous as he mentioned but it's all he was waiting for, and nothing else. He lacks the vision of what's important to everyone, and why this film had every element of feeling, of grandeur, and of humanity. I thought this film was top rate, and I have seen many disaster films to know that Japan Sinks was possibly one of the most original and well thought out projects I have witnessed. I really hope Shinji Higuchi will make another of such films. Oh and by the way, I am not Japanese, though in many ways I wish I was. I am Canadian, born and raised. And an avid movie buff in all aspects. Predjudicial visions are bitter and not worth the effort to be recognized as an opinion. Dick you should watch it with a more open heart and mind, don't just look for the eye candy which makes a films content, look for what's more important, and understand it. They may not be American, but the Japanese have cornered the market lately for some of the most breath taking and down right gritty film making to date. Which is why spending 25,000,000 is just what the Doctor ordered. You heard right, 25,000,000 to make this film. Now you tell me, was it worth it? or was it worth it because American actors weren't in it?",5.963698630136987
train,neg,"I saw this cinematic wretchedness in a dollar theater with a friend in 1979 (back when the tickets actually sold for $1). This is the only film I have ever walked out on (with my friend, while the idiocy that is the ""Laser Bra 2000"" sketch was on screen). Evidently, my and my friend's reaction to the film was a common one. It is not that I found the film offensive (either as an 18-year-old or now), but rather that it is mind-numbingly stupid and patently unfunny, devoid even of the unintended humor that makes a Ed Wood film watchable. This is the real reason why NBC refused to air it, rather than a failure to comprehend Mr. Mike's ""vision"" (unless, of course, his vision was to drive the film's backers into bankruptcy).<br /><br />I remained surprised to this day that this film does not seem to have made any published ""10 worst films of all time"" list. It certainly makes mine. You have been warned.",5.769318181818182
train,pos,"dear god where do i begin. this is bar none the best movie i've ever seen. the camera angles are great but in my opinion the acting was the best. why the script writers for this movie aren't writing big budget films i will never understand. another is the cast. it is great. this is the best ted raimi film out there for sure. i know some of you out there are probably thinking ""no way he has plenty better"" but no your wrong. raptor island is a work of art. i hope it should have goten best movie of the year instead of that crappy movie Crash with a bunch of no names AND no raptors. i believe this movie is truly the most wonderful thing EVER.",6.0947826086956525
train,pos,What can I say? I know this movie from start to finish. It's hilarious. It's an strong link to my past and will change the way I view film in the future. Hypothetically speaking :) The down-fall? There's no Socrates Johnson!,6.080000000000001
test,neg,"This movie is terrible, it was so difficult to believe that Katie became a heartfelt teenager with the power to save the pity Chinese people, the movie didn't show any convincing argument to prove that. And the rest of the plot didn't make any effort to show us more than a cheap common sense... <br /><br />The plot is ridiculous and the only thing we can extract from it is that it demonstrate how arrogant a human can be. Katie must have inherited her arrogance from her mother, the most annoying character I have seen for a long time. <br /><br />The acting and scenery were OK, but the plot ruins everything, full of cheap clichés and hypocritical scenes, I expect not to see this movie again in my life. Skip this one!",5.615882352941177
test,neg,"I felt that the film was rushed, and the acting was full of holes. Arnold was good, but the main girl was stupid, and the guy who played the devil was awful. The story was confusing and idiotic. The film had no point, and was unbelievable. The movie is not the worst movie, but is not too far away from it. Overall I was awfully disappointed, it could have been alot better. My score is a 3 out of 10",5.119090909090909
test,pos,"**Warning! Slight Plot Spoilers Ahead!**<br /><br />""The Italian Job"" is not the best movie you'll see all year, or probably even this summer. But it is a worthwhile two hours because it colors within the lines, knowing its limits and not attempting to exceed them.<br /><br />What carries the movie is the work of the cast. In a movie about a crew of thieves, the individuals must have a good rapport with each other. Without that cohesive feel, the audience doesn't believe in the characters collectively or individually, and the movie never has a chance. But from the first scenes, in which the men joke around and rag on each other while infiltrating a Venetian palace, the proper chemistry is in place.<br /><br />The characters themselves aren't anything novel; they're your basic gang of criminals, containing about half a dozen players, each with a specific and defining skill. But each actor brings the proper goods to the table for his or her part. Mark Wahlberg's understated acting and humor fits well with his part as the mastermind planner. Edward Norton provides attitude and twirls his mustache well in his dark role. Donald Sutherland is the father figure of the crew, and he looks the part of the suave and old-fashioned thief, who is still mentally spry. Jason Statham, Seth Green, and Mos Def don't do much beyond their character's abilities, but they each nail those parts. Statham as the smooth-operating driver; Green as the tech whiz geek with a chip on his shoulder; and Def as the demolitions man. Charlize Theron slides in well in a part that doesn't ask too much of her. She is primarily asked to to drive fast and look good. That she does. None of the characters are that deep or three-dimensional, but in this familiar sort of movie, two dimensions are all that is required. <br /><br />As the title implies, the movie has a European feel to it, a la ""The Bourne Identity,"" in part because it was shot on location in Venice, along with Philadelphia and Los Angeles. Also contributing to the Euro flair is the rhythmic, bouncy music, which adds to the upbeat nature of the flick and complements the rapport of the cast. The look of the movie is also a perfect match. The bright colors of all locales enhance the mood and add to the attitude. The Minis not only provide a fun variation on the car chase, but also work as a necessary plot device. <br /><br />The plot is more or less straight-forward. There are a few surprises, but they are more of the swift-and-smooth-turn variety, as opposed to the drop-your-jaw hairpin curve. Even with those, the movie speeds along. Once the foundation is laid by the first act, everything continuously progresses. Thankfully there are no breaks in the action for a romance, something the movie wisely avoided. There aren't even any breaks for 'real life.' The story has its purpose and runs that course without distractions. The lack of character depth prevents ""The Italian Job"" from being more than a good popcorn movie, but with all the complex details of the heist-planning, such superfluities would have dragged down the pace and quality of the flick.<br /><br />There are a number of implausibilities that I thought of both during and after viewing. But the movie is so enjoyable that I didn't and don't care. In the real world, most of the movie probably couldn't have gone off that cleanly. But ""The Italian Job"" doesn't take place in the real world. It occurs in a stylish and light-hearted criminal world that appeals to the rebel in all of us. <br /><br />""The Italian Job"" is a movie, in the true sense of the word. It has no pretenses of Oscar and contains no deep moral message. It provides pure escapism entertainment and does so quite well.<br /><br />Bottom Line: Maybe the best popcorn movie of the year so far. 7 of 10.",5.938455882352941
train,pos,"I have seen this movie more than several times, on TV. I ALWAYS watch it again...NEVER turning the channel. This movie is full of chilling surprises, and absolutely edge-of-your-seat suspenseful, without being overbearing or stupid. Helen Hunt's talent is magnificently shown in this movie! I recommend this movie to anyone!!!",5.84
test,neg,"By the standards of Hollywood this movie was filmed and edited as Hollywood movies are and therefore looked like a movie you would get out of a big-time production studio within Hollywood. Thats where anything remotely close to having Hollywood standards ends. This was THE WORST MOVIE I have EVER seen in MY LIFE! I am not joking. The story was so unbelievably stupid and unrealistic that I could not contain my laughter in the movie theater through the course of watching this film. I know what you're saying, ""its a horror film its not supposed to have a good story it's supposed to scare you."" Well let me tell you something, the movie is not even scary in the least bit. Its too full of stupid bits that cancels out the little suspense there may have been. The acting was awful as well, along with the scariness of the murderer, who you constantly see through flashbacks locked in a cage jacking off. Throughout the movie I kept getting a sense I was watching something that was thought up, written, produced, and directed by a high-schooler who watches too much pornography. Please, don't see this movie, spend your $8.50 on other things, like a snow cone, which would be much more worth your while.",5.74875
train,pos,"Clever, gritty, witty, fast-paced, sexy, extravagant, sleazy, erotic, heartfelt and corny, Footlight Parade is a first-class entertainment, what the movies are all about.<br /><br />The realistic, satirical treatment gives a fresh edge to the material and its pace and line delivery are breathtaking. To think that they only started making feature talking pictures 7 years before this! The brilliance of the dialogue cannot be matched anywhere today, especially considering that ""realism"" has taken over and engulfed contemporary cinema.<br /><br />This film was made at a time when the Hayes code restricting content was being ignored and the result is a fresh, self-referential, critical and living cinema that spoke directly to contemporary audiences suffering through the depression and the general angst of the age. I'd recommend watching any film from this period, that is 1930-1935, for a vision of what popular cinema can potentially be.",6.097297297297297
test,pos,"Opera opens with a very close-up shot of a bird's ever-watching eye and thus begins one of Argento's most bizarre, and enjoyable, features (my second favorite in fact, behind Deep Red). Granted, at times, the movie is pretty absurd (the lack of real concern after murders, the bird attack, the burnt dummy, that ending) but this is Argento's fantastical world and once you come to terms with that, you'll find that it works. I do not mean to completely dismiss these faults though, rather that the artistry of the film more than makes up for them. For example, the aforementioned bird attack is completely over-the-top in theory, yet look at the wonderful execution of it; crows flying in chaos, adding their enraged squawking to the driving rock beat, the crowd in panic as seen through the circling, bird's-eye view camera-work, and then the focused attack; aria of terror indeed. Argento's amazing, flowing cinematography is on full display in Opera, and clearly one of the film's highlights. I also enjoyed the soundtrack of operatic themes and rock music, a nice contrast of music with each used effectively (the rock kicks in with the murders in perfect timing and gives the scenes a very frenzied feel). The sound effects deserve a nod too, stabs, scissors, beaks, and all.<br /><br />Inspector Alan Santini: ""I've seen a lot of your movies. Yes, you're really an expert in this field. I'd be very interested to know your opinion.""<br /><br />Marco: ""I think it's unwise to use movies as a guide for reality, don't you inspector?""<br /><br />Inspector Alan Santini: ""Depends what you mean by reality.""<br /><br />Being that this is a giallo, stylish murders are a must and Dario does not disappoint (the ""bullet through the door"" scene is quite possibly one of the greatest deaths ever shot, if you'll forgive the pun). The black-gloved, deep-voiced, pulsating brained (cool shots!) killer is cold and brutal, and having him tape pins under our heroine's eyes so that she was forced to watch the murders was a nice touch. That all said, as a giallo, Opera doesn't quite have as good of a mystery as it should. The killer is kept secret from the audience well enough but there's little effort in the film devoted to actually solving the murders. This, and the strange ending, could've used more work. Despite these problems though, Opera still manages to be a worthwhile and satisfying horror film.<br /><br />One final note: it was nice to see a movie, for once, show the correct view through binoculars (just a circle, not two circles together)! Nice eye for detail, Dario!",5.700917431192661
train,neg,This movie was very very mediocre and very very gory. everyone left their acting lessons at home and totally forgot how to act I mean it was so bad and had no real plot and kindergarteners could have written a better story plot wait what story plot. not at all scary!,5.41
test,pos,"Or vice-versa.<br /><br />This is a French film noir directed by an American film maker (Jules Dassin) who had to leave the country because of being blacklisted by Hollywood thanks to HUAC. The premise of the story is rather familiar--one last jewel heist for Tony le Stephanois and his buds--and so is the ending with everybody getting... Well, no spoilers here, for sure, since this is the sort of film in which tension toward the ending is important.<br /><br />Dassin filmed in realistic lighting in black and white on the streets of Paris using actors and actresses who are not glamorous. The engaging--sometimes intruding--score by Georges Auric nicely enhances the movie and will remind viewers of many a similar score from American film noirs from the forties and early fifties. Jean Servais plays the hardcore, consumptive lead in a fedora much as Humphrey Bogart might have played him. Tony's recently out of prison, past his prime, but still tough and decisive when he has to be, his mind still sharp when focused, the kind of anti-hero whose eyes water even though the tears will never fall.<br /><br />Dassin plays the Italian safecracker and would-be ladies man who knows the rules but gets careless.<br /><br />In film noir we are forced by the logic and focus of the film to identify with the bad guys. Often there are levels of bad guys, the ""good"" bad guys we are identifying with and the ""bad"" bad guys who are out to do in our good bad guys, and then maybe there's a really bad, bad bad guy or two. (Here we have Remi Grutter, played by Robert Hossein, a slightly sadistic druggie.) Then there are the cops who are irrelevant or nearly so. In more modern film noir the bad guys are not even ""good"" bad guys, and they get away with it or something close to that. In the old film noir, which evolved from the gangster films of the thirties, the usual motto, following the old Hollywood ""code,"" was ""Crime Doesn't Pay,"" with every criminal having to pay for his or her crime before the end of the movie.<br /><br />Probably the most impressive feature of Rififi is how nicely the film moves along. The plot unfolds quickly and seamlessly much the way the great film directors always did it, directors like Stanley Kubrick, Louis Malle, and the best of Hitchcock. Some have actually compared this to Kubrick's The Killing (1956) and suggest that Kubrick stole a little. Well, directors always steal if need be, and there are some perhaps telling similarities, such as it being ""one last heist"" for the protagonist, and having the girl gum up the works. The similarities may go deeper because as this film was nearing its end I suddenly thought, oh, no! the suitcase in the back seat is going to fly out of the convertible, hit the ground, burst open, and all the money is going to fly into the air! Those of you who have seen The Killing may recall what happened to the money near the end of the film! Which reminds me of another film with something bad happening to the money: Oliver Stone's U Turn (1997) starring Sean Penn. There the money in his backpack gets blown to smithereens by a shotgun blast. Ha, ha, ha! Getting the dubbed version of this film would be an act of sacrilege since the dialogue (when there is some: the heist itself is done entirely without dialogue, about 30 minutes worth) is terse and easy to follow requiring only an occasional glance at the subtitles, which, by the way, are quite utilitarian and guiding as opposed to having every word spelled out.<br /><br />One other thing: all the brutality is done as sex used to be done in film, that is off camera. A guy gets his throat slit. We don't see it. I kind of like this approach. We don't have to see the gore. You could almost let your kids see Rififi--almost.<br /><br />Catch this one now and be on the lookout for a Hollywood reprise starring Al Pacino and directed by Harold Becker coming out next year in which you can be sure that the violent scenes will be played out in full.",5.633473053892216
train,neg,"There are people out there who will greenlight anything! That is the only explanation I can offer as to why the House of the Dead movie exists. And that's only scary part to the whole movie. It's so bad you'll go off movies forever. I seriously wanted to switch this off and turn the TV over to the Paint Drying channel but I was bound by my word to suffer the whole thing. I don't know why I do these bad things to myself.<br /><br />As if it matters, here's the basic jist of the 'story'. A group of twenty-somethings are so desperate to go out to some island in the Pacific Northwest (Canada actually, because it's cheap) for the 'Rave of the Century' (which consists of about 8 people and un-raving music) that they pay some craggy old fisherman $1000 to take them there after they miss the main ferry. That's gotta be some rave to be worth all that dough! The fisherman warns them that the island is also known as the Island of the Dead (hang on-I thought this was HOUSE of the Dead?) and that they are all doomed yadda yadda yadda.<br /><br />First faults here. Why would a tiny little rave (of the Century my foot!) be held on some remote island? Why would anyone willingly pay loads of money to get it? Why pay even more to the craggy old fisherman to take them back when they could just come back with the others?<br /><br />Once they arrive they discover that the rave (which consists of about 2 tents, a small stage and a port-a-john) has been smashed, there's blood everywhere and no one is around. What would any rationally thinking person do? Run for their lives of course. But no, these clueless, obviously blind people decide to go look for them. Soon enough they discover an old ramshackle house that's 50 times as big on the inside as it is on the outside. Another half hour of stumbling around in the forest follows, as an excuse to kill of some of the lesser characters, and after much tedium they arrive back at the house again. The characters, like the movie, go nowhere.<br /><br />Jammed into this ghastly disaster is a superabundance of gibberish dialogue, heinous acting, mumbo-jumbo exposition and zillions of clips from the once-popular arcade game of the same name. Why this was universally accepted as a good idea with the filmmakers I'll never know. The clips have no reference to any of the scenes and only degrade this trash even further, if that is at all possible.<br /><br />It has nothing to do with the game save for some cheap, throwaway line at the end. It makes Resident Evil look like cinematic glory. Hell, even the Double Dragon movie seems multi-Oscar worthy in comparison to this junk. The only one who comes out of this with his dignity still intact is Jurgen Prochnow. He could have just taken his money and ran but he tries his best with the awful script and brings a tiny bit of pathos to his character. The rest of the cast suck I'm afraid. The characters are idiots and deserve to die.<br /><br />Plus, if you cut out the swearing and pointless nudity, I see no reason why this film cannot be shown on Saturday morning TV. It's not frightening in the slightest. Pirates of the Caribbean is more scary than the skeletal bad guys in this film. And where did all those bad guys come from anyway? There were only a few people on the island to begin with. I guess this justifies the reason they chose to reuse footage over and over. I kid you not, you'll see the same zombie die a dozen times.<br /><br />Who's ultimately to blame for that scandalous waste of celluloid? None other than director Uwe Boll. His control over the movie is non-existent. You can clearly the see actors have no idea what they should be doing and that the zombies aren't really taking it all seriously. The actors seem like they're reading off cue cards as they constantly pause in the middle of long sentences and carry on talking as soon as they see the next card. It all feels very unnatural.<br /><br />Plus the film is shot like a two-part mini-series. I have indeed seen better TV productions. And don't get me started on the editing. The film is an incoherent babble with thousands upon thousands of pointless shots and dozens of meaningless camera pans. No real skill or talent was put into making this at all. It truly baffles and boggles the mind how movies this unfathomably bad can get made and George A. Romero can't even get anyone to take his calls. House of the Dead makes some idiotic reference to Romero in a lazy attempt to be 'post-modern' but it only irritates that they think THIS is in the same league as a REAL zombie movie.<br /><br />For what it's worth, the 1.85:1 anamorphic picture looks great and the Dolby 5.1 soundtrack is clean but very unimpressive and only serves to pronounce the heavily over-used ADR even more. The DVD comes with extras but why torture yourself. Isn't this review warning enough? Stay away! You are all doomed I tell you! Doomed! Doomed!!!",5.4775897435897445
train,pos,"Ah, McBain The character name is immortalized and forever ridiculed by ""The Simpsons"" but it will also always  to me personally, at least  remain the name and title of a tremendously entertaining and outrageously violent early 90's action flick; directed by the cool dude who brought us ""The Exterminator"" and starring two of the most ultimately badass B-movie heroes Christopher Walken and Michael Ironside (the latter with a cute little macho ponytail). I guess ""McBain"" will largely have to be labeled as a guilty pleasure, because there's no way I can convince anyone this is an intellectual motion picture. The film is unimaginably preposterous (most action heroes take on a small gangster posse  McBain takes on an entire country) and yet takes itself way too seriously. The script is a non-stop and incoherent spitfire of clichéd situations, nonsensical twists, compulsory sentimental interludes, grotesquely staged action sequences and utterly implausible character drawings. It's a totally delirious movie; I loved it. <br /><br />Vietnam POW McBain's life is saved by fellow soldier Roberto Santos on the very last day of the war. They each keep half a dollar note as a symbol that McBain is in Santos' debt. Eighteen years later, Santos is a spirited rebel leading the revolution against the corrupt president of his home country Columbia. Santos initial attempt to take over the power fails and he's publicly executed on El Presidente's balcony. His sister travels to New York with the dollar note and turns to McBain for financial assistance and manpower. McBain and his former Vietnam buddies, who all coincidentally happen to be fed up with the injustice in this world, charter themselves a miserable little plane and fly to Columbia to open a gigantic can of whoop-ass. <br /><br />Okay, let's not fool each other here. The fact you're reading a user- comment on ""McBain"" already indicates that you have some sort of interest for low-budget B-movie action. One of my fellow reviewers spent quite some time composing a list containing all the main stupidities and insensible moments of ""McBain"". This list is totally accurate and I can only concur with it. Heck, I could even add some more senseless sequences to that list (like the preposterous and needless heroic self- sacrifice of a soldier who doesn't even have any affinity with the goal of the mission and the rest of McBain's squad), but what's the point? You definitely know not to expect a 100% coherent and plausible masterpiece. We know from beforehand this will be a silly and exaggeratedly flamboyant movie, and it's maybe even the exact reason why we want to check it out! This is a terrifically outrageous and exciting movie about a bunch of former Vietnam buddies turning into mercenaries and declaring war against the corrupt Columbian president and the national drug cartel. Please don't expect another ""Apocalypse Now"". This particular motion picture relies on the ruff 'n tuff acting performances of the macho leads, a whole lot of explosions and gunfights and  last but not least  a fantastic soundtrack in which Joan Baez sings a cover of ""Brothers in Arms"".",5.7740566037735865
